time,x,y,z,roll,pitch,yaw,vi_x,vi_y,vi_z,wi_x,wi_y,wi_z,vb_x,vb_y,vb_z,wb_x,wb_y,wb_z,alpha,beta,fl,fr,rb0
0.0146465301513671,0.2306712716817855,-0.0336950086057186,-1.9775116443634035,0.0496118004200041,0.1034712306229546,0.0735637928478443,0.0019752193580972,-0.0012852739204059,-0.0002704967151987,-0.0055311345966987,-0.0001953657546339,0.0036006832892451,0.0018933211227608,-0.0014289520752286,-4.486515210809288e-06,-0.0059030372812043,-1.7517287065687788e-05,0.0035867073292148,-0.0023696491626566,-0.64652205205634,0.0,0.0,-0.03
0.0248208045959472,0.2308005541563034,-0.0338658317923545,-1.977531671524048,0.0494403552790219,0.1033864965832744,0.0738098849332633,0.0058137611909345,-0.0070834559473123,-0.0008590871637516,-0.00877855409787,-0.0033025596999012,0.0111343650341441,0.005336067773887,-0.0074990601153715,6.063164340925024e-05,-0.0099276474694643,-0.0027511996880736,0.0112245921968099,0.0113621184774904,-0.9523203042546144,0.0,0.0,-0.03
0.0445446968078613,0.2308150976896286,-0.0338480547070503,-1.9775364398956297,0.0493579982104419,0.1033705458520437,0.0738428237819093,0.0040548823096534,-0.0040842931378971,-0.0007350228049537,-0.0068542765276966,-0.002460492163007,0.0080445864493185,0.003798377477091,-0.0043840076876979,-0.0001287813687999,-0.0076843696526088,-0.0020627108127483,0.0081132954051804,-0.0338913282728819,-0.8565640982196042,0.0,0.0,-0.03
0.0645256042480468,0.2308114469051361,-0.0338299646973609,-1.977534532546997,0.0492862402996019,0.1033503513159759,0.073856873081171,0.001793560656634,-0.0011394836685873,-0.0003814263777299,-0.004950326948616,-0.0024854950002326,0.0045466143574073,0.0017348437815947,-0.0012772103783608,-0.000140782259185,-0.0054193850733027,-0.0022596772081313,0.0046393136240054,-0.0809723879351088,-0.633051211350915,0.0,0.0,-0.03
0.0745706558227539,0.230805829167366,-0.0337985269725322,-1.977525234222412,0.049188339697797,0.103329474107215,0.0738382145855522,-0.0007097612727771,0.0023419078100811,0.0002663352272726,-0.0046370162709684,-0.0013521531991534,-0.000975994316543,-0.0005596795598924,0.0023953101956707,9.206283340023252e-05,-0.0045363466561544,-0.0013982499932579,-0.0009031310895505,2.9785605709156933,1.3382826658186993,0.0,0.0,-0.03
0.0946021080017089,0.2308067381381988,-0.033797051757574,-1.9775350093841555,0.0490885743636506,0.1033647050006234,0.073849589088665,-0.0005890456112947,0.0014306780966844,-9.727478027343712e-05,-0.0049589531272369,0.0005635973557628,-0.0004791500133358,-0.0004692722396694,0.0014612813411387,-0.000218442986866,-0.0049095140739536,0.0005395325881788,-0.0005036735857736,-2.7059296270920363,1.2303620627209106,0.0,0.0,-0.03
0.1145081520080566,0.2308129221200943,-0.0337777212262153,-1.9775331020355225,0.048982032245334,0.1033338791283602,0.0738351084476773,-0.0006770789623259,0.0020010274919595,0.0001161315224387,-0.0058373311176664,-0.000270762517926,-0.00218505520993,-0.0005367868697904,0.0020460599816464,-3.913927991026636e-05,-0.0056119424994656,-0.0003768527404089,-0.0021575357689707,-3.068807453683592,1.3135754406917548,0.0,0.0,-0.03
0.1244087219238281,0.2308072000741958,-0.0337551645934581,-1.977534532546997,0.0489361142692192,0.1033236404930804,0.0738270955710209,-0.0011124583807857,0.0024284740740601,0.0002079443498091,-0.0045970296035828,0.0003342202127355,-0.0027180046376483,-0.0009467896158564,0.0025063404835928,-1.1731734333562384e-05,-0.0043166948898744,0.0002015736721484,-0.0027166215901124,-3.129202219888513,1.2095846946141415,0.0,0.0,-0.03
0.1445934772491455,0.2308009713888168,-0.0337376855313777,-1.9775421619415283,0.04890497489948,0.1033136178570617,0.073811046159399,-0.0009672370823945,0.0020829019221392,-0.0002295320684259,-0.002475179143048,-0.0001491958915785,-0.0024261541599192,-0.0007830059076462,0.0021307400672542,-0.0004166070998366,-0.0022249700438404,-0.0002669888215761,-0.0024030388672644,-2.652626228836239,1.1763531498138526,0.0,0.0,-0.03
0.1644580364227295,0.2308064997196197,-0.0337146557867527,-1.9775335788726809,0.0487862250280501,0.1033090674781496,0.0738139895063305,-5.429441278627032e-06,0.0013572831045496,7.880817760120683e-05,-0.0044074037932316,-0.0002711924492807,-0.0005764137640436,8.604894214149416e-05,0.0013566755132745,2.2017375475579844e-05,-0.0043479608932619,-0.0002988298073073,-0.0005594331593977,0.2504960490827475,1.5054199664922248,0.0,0.0,-0.03
0.1745352745056152,0.2308038622140884,-0.0337040349841117,-1.977539300918579,0.0487242716534304,0.1032895375615299,0.0738236850566842,0.0009606859900734,-0.0005058564923025,-0.0002773891795764,-0.0047613310649284,-0.001500957971771,0.0021368791210688,0.0009444522434827,-0.000583467237722,-0.0001527385398634,-0.004981656068386,-0.0013956546488936,0.0021960719944838,-0.1603336556999005,-0.5476380381546064,0.0,0.0,-0.03
0.1944797039031982,0.2307950258255005,-0.0336897447705268,-1.9775428771972656,0.0486786681646584,0.1033138366798944,0.0737895625111724,-0.0002313933589241,0.0008554275740275,-0.0002067739313297,-0.0031491567505796,0.0003405478470873,-0.0006700963633963,-0.0001454805079694,0.0008582785164404,-0.0002650435618084,-0.0030800496162956,0.0003077117881771,-0.0006823046473539,-2.072789097826952,1.2321011805941042,0.0,0.0,-0.03
