time,x,y,z,roll,pitch,yaw,vi_x,vi_y,vi_z,wi_x,wi_y,wi_z,vb_x,vb_y,vb_z,wb_x,wb_y,wb_z,alpha,beta,fl,fr,rb0
0.00767183303833,0.046925663948059,0.0774923488497734,0.2037855982780456,0.0558470774864533,0.0450722813519699,-0.0188691292206044,-0.0002477162263609,0.0016923357139932,0.0003863437609238,-0.0025454843303752,0.0086594955078508,0.0024952421345705,-0.0002967266742048,0.0017055697250718,0.0002785860603088,-0.0026579125103761,0.0087851330888137,0.0020054656010011,2.387715790321906,1.3365417994550812,0.0,0.0,-0.03
0.027658462524414,0.0468846634030342,0.0775909274816513,0.2037492096424102,0.0555181885510866,0.0449046186944654,-0.018976442065693,-0.0008405961773611,0.0032697428356516,-0.0010227831927212,-0.0119442453527299,-0.0021231888123104,-0.0035018859722171,-0.0008556671881169,0.0031892465138156,-0.0012411470264625,-0.011787047340528,-0.0023140401575972,-0.0033751508157588,-2.1743838710255443,1.129236057516587,0.0,0.0,-0.03
0.0376491546630859,0.0468690097332,0.0776436626911163,0.2037363797426223,0.0553557441066597,0.0447969050631018,-0.0190039384296701,-0.0002589205449276,0.0028605312108992,-0.0012614916671404,-0.0137470290044763,-0.0079560923788438,-0.0049242433710206,-0.0002564256166196,0.002780219997672,-0.0014302666013948,-0.0135265119131939,-0.0082160783736784,-0.0044715776955974,-1.7481967999798966,1.0891963152932234,0.0,0.0,-0.03
0.0578031539916992,0.0468699187040329,0.0776866152882576,0.2037207633256912,0.0551681043656801,0.0446897680456834,-0.0190089734506237,0.0006719360297376,0.0019412569024345,-0.0007916499267924,-0.0120842259338641,-0.0076711123719715,-0.0015026847792995,0.0006696485189254,0.0019086618999363,-0.0008690607623936,-0.012017093650663,-0.0077422172397044,-0.0010759145129268,-0.9142769319570406,1.0490998309179924,0.0,0.0,-0.03
0.0776715278625488,0.0468670167028903,0.0777158066630363,0.2037257254123687,0.0550349258893161,0.0445908002759147,-0.018961664030862,0.0008085600354454,0.0011361756108022,0.0001061992211775,-0.009587454082711,-0.0077198344945451,0.0018782953022388,0.0007813560997929,0.0011573242925488,7.762571270350827e-05,-0.0096711810206921,-0.00760492939398,0.002298233360218,0.0990224921308375,0.9746709127466976,0.0,0.0,-0.03
0.0879626274108886,0.0468675978481769,0.0777411833405494,0.2037338465452194,0.0549391343341166,0.044521409700607,-0.0189354321968742,1.174076036973143e-05,0.002141166817058,0.0001464729959314,-0.0098518867934294,-0.0090634084138958,0.0015918172549537,-3.529332968038705e-05,0.0021457396687436,2.7261278798925564e-05,-0.009922733331378,-0.0089624113123377,0.0020855259496793,2.4838963800072023,1.5500158447774868,0.0,0.0,-0.03
0.1077806949615478,0.0468598380684852,0.077759250998497,0.2037451118230819,0.0548545800655158,0.0443996697880988,-0.0188960596712881,-0.0011429542844945,0.0020599568432027,0.00068015943874,-0.0044618029433843,-0.0065738966901387,0.0033557387647475,-0.0012106973800516,0.0020693064199648,0.000514360135156,-0.0046107476886195,-0.0063802046396089,0.0037078166849811,2.739852315606958,1.004549480426986,0.0,0.0,-0.03
0.1278057098388672,0.0468570217490196,0.0777760669589042,0.2037469148635864,0.0547271886406099,0.0442970292523432,-0.0188792076232946,-0.0002216236157849,0.0007568462328476,0.0005586391145531,-0.0053422840425294,-0.0058382435891372,0.0024639735731051,-0.0002603785111225,0.0007813570477464,0.0005056630325035,-0.0054513950603764,-0.0056948559785822,0.0027772223792945,2.046312479239952,0.9415783151938912,0.0,0.0,-0.03
0.1377980709075927,0.0468611158430576,0.0777785032987594,0.2037679255008697,0.0546670245927984,0.0442326123036067,-0.0188489412803659,0.000176690518856,-0.0001028911633925,0.0012418140064585,-0.0029420832852604,-0.0036331579888816,0.0023268963182339,0.0001235129516569,-3.1176341272873264e-05,0.0012520705827198,-0.0030449744288169,-0.0035007137316974,0.0025196627213315,1.4724675005365648,-0.0247744816413946,0.0,0.0,-0.03
0.157728910446167,0.0468519181013107,0.0777791067957878,0.2037722468376159,0.0546366860093593,0.0441776809542955,-0.0188527983610529,-4.246221347288648e-05,-0.0005061612887816,0.0009789087555624,-0.0011905026392732,-0.001393812720207,0.0011983959169644,-7.61124171628874e-05,-0.000452789272914,0.0010027230005531,-0.0012434277724521,-0.0013263528974196,0.0012715555806145,1.6465567730463089,-0.4230737789833031,0.0,0.0,-0.03
0.1778216361999511,0.0468532405793666,0.0777808874845504,0.2037775963544845,0.0545833925772536,0.044120810050243,-0.0188662626750034,-0.0003978325562043,0.0002633400938726,0.0002165761860932,-0.0034506103504299,-0.0035856182244252,-0.0016259026674251,-0.0004118901999177,0.0002662421269036,0.0001843517975857,-0.0033788974795595,-0.0036688950495787,-0.001426283251882,2.720757104804877,0.5330282193720599,0.0,0.0,-0.03
0.1877133846282959,0.0468449629843235,0.0777698829770088,0.2037808895111084,0.0546008677272368,0.0441136241374633,-0.018870543348926,-0.0004203204404224,-0.0004476525566793,9.194287386807348e-05,-2.142021017590701e-05,-0.0010861878468995,-0.0013699550742612,-0.0004154526599676,-0.0004508035173873,9.844212630014535e-05,3.899387418522026e-05,-0.0011592599888257,-0.0013073053816784,2.9089321406804687,-0.8125596404463241,0.0,0.0,-0.03
